iter	Logloss
175	0.4197427122
176	0.419084025
177	0.4186647738
178	0.4180475651
179	0.4173326633
180	0.4168090059
181	0.4159684391
182	0.4151402094
183	0.4144105708
184	0.4136766923
185	0.413155949
186	0.4125571245
187	0.4124825754
188	0.411914571
189	0.4113048737
190	0.410576271
191	0.4096404415
192	0.4089499315
193	0.4084563539
194	0.4077459502
195	0.4073922896
196	0.4064645621
197	0.4059998609
198	0.4053364249
199	0.4045869265
200	0.4042520741
201	0.4037082774
202	0.4034566863
203	0.4027849118
204	0.4020326264
205	0.4015657815
206	0.4008831244
207	0.4002304433
208	0.3994108795
209	0.3989018064
210	0.3982112151
211	0.3975403702
212	0.3967645408
213	0.3962263391
214	0.3954048127
215	0.3951043179
216	0.394416335
217	0.3938440451
218	0.3933125262
219	0.3928532807
220	0.3920614002
221	0.3916226916
222	0.3909712383
223	0.3904600693
224	0.3900470678
225	0.3896549807
226	0.3889317681
227	0.3885119153
228	0.3880175722
229	0.3874934673
230	0.3872186152
231	0.3866487046
232	0.3861758941
233	0.385894502
234	0.3853817579
235	0.3848226855
236	0.3844046767
237	0.3838642949
238	0.3833291568
239	0.3826575654
240	0.3817861431
241	0.3814333326
242	0.3809732414
243	0.3804854925
244	0.3801062379
245	0.379563197
246	0.3791677538
247	0.378579487
248	0.3779072901
249	0.3773732009
250	0.3770963744
251	0.3767696017
252	0.3765158402
253	0.3759600687
254	0.3753619686
255	0.3747044136
256	0.3743025682
257	0.3738694758
258	0.3731809152
259	0.3726964911
260	0.3715043497
261	0.3711939801
262	0.3706220657
263	0.3699251188
264	0.3695691358
265	0.3691007893
266	0.3687205134
267	0.3684142025
268	0.3678618048
269	0.3672932353
270	0.366944505
271	0.3661383672
272	0.3657703146
273	0.3651107533
274	0.3643544288
275	0.3638557107
276	0.3634888965
277	0.362768128
278	0.3625628781
279	0.362173583
280	0.3617869837
281	0.3614686708
282	0.3609201084
283	0.3606101385
284	0.3602468116
285	0.3598777525
286	0.3595185052
287	0.3590142601
288	0.3585126256
289	0.3580156542
290	0.3575324277
291	0.3568380259
292	0.356262932
293	0.3556212802
294	0.3549880878
295	0.3546216312
296	0.35389304
297	0.3535053775
298	0.353081073
299	0.3525899613
300	0.3519557766
301	0.3516012817
302	0.3510351719
303	0.3506421244
304	0.3502513265
305	0.3497747815
306	0.3493360763
307	0.3487257243
308	0.3479892984
309	0.347700378
310	0.3472795265
311	0.3466740276
312	0.3463009779
313	0.3458357722
314	0.3451297881
315	0.3448184796
316	0.3444224027
317	0.3440806283
318	0.3437708643
319	0.3435040939
320	0.34299329
321	0.3426372112
322	0.3421129271
323	0.3416898192
324	0.3413085348
325	0.341161789
326	0.3405472216
327	0.3400669932
328	0.3396803178
329	0.3393327363
330	0.3387955122
331	0.3382741586
332	0.3378983834
333	0.3374817354
334	0.3372390787
335	0.3368640747
336	0.3364824444
337	0.3359961464
338	0.3356497803
339	0.3352667478
340	0.3349085447
341	0.3342886651
342	0.3338643776
343	0.3335398902
344	0.332940717
345	0.3326359882
346	0.3322733048
347	0.3315695363
348	0.3311964399
349	0.3310657079
350	0.3306894418
351	0.3302482616
352	0.3298183804
353	0.3294702064
354	0.3290031106
355	0.328607943
356	0.3281771066
357	0.3276338406
358	0.3271393958
359	0.3267503014
360	0.3262863892
361	0.3257756459
362	0.3251959624
363	0.3247634466
364	0.32449905
365	0.3240806222
366	0.32360263
367	0.3232620435
368	0.3229286051
369	0.322521625
370	0.3221883179
371	0.3216663198
372	0.3214212817
373	0.3210906404
374	0.3207107113
375	0.3203872696
376	0.3201764223
377	0.3197740462
378	0.3195457502
379	0.3192747929
380	0.3189727964
381	0.3186836063
382	0.3184663573
383	0.3182232062
384	0.3174117856
385	0.3170163319
386	0.3166289171
387	0.3159734534
388	0.3157508146
389	0.3155703225
390	0.3150186286
391	0.3145412416
392	0.3139678185
393	0.3136605068
394	0.3132349333
395	0.3130079651
396	0.3126367811
397	0.3122937559
398	0.3117686321
399	0.3115058635
400	0.3109027043
401	0.3103832594
402	0.3099532369
403	0.3096529786
404	0.3094180193
405	0.308971263
406	0.3087243934
407	0.3083757006
408	0.3082357695
409	0.3079331378
410	0.3075709853
411	0.3073292282
412	0.3069697886
413	0.3066016735
414	0.3062302806
415	0.3059783017
416	0.3057163004
417	0.3053944509
418	0.3050390274
419	0.304685615
420	0.3044615343
421	0.3043176231
422	0.3039963212
423	0.3036506823
424	0.3030059578
425	0.3027112757
426	0.3023979811
427	0.3021004225
428	0.3017438339
429	0.301554032
430	0.3011475707
431	0.3007727278
432	0.3003843947
433	0.3001901539
434	0.2998253
435	0.2997563125
436	0.2992898328
437	0.2990494085
438	0.2985725891
439	0.298131444
440	0.2976719759
441	0.2973673617
442	0.2970817009
443	0.2969055426
444	0.2966896284
445	0.2964529843
446	0.2960090236
447	0.2958297397
448	0.2954977092
449	0.295042246
450	0.294534948
451	0.2941850157
452	0.2939891727
453	0.2936019806
454	0.2933050434
455	0.2928357809
456	0.2922676131
457	0.2919710485
458	0.2916800427
459	0.2911984902
460	0.2908024635
461	0.2903540069
462	0.2901162883
463	0.2897311498
464	0.2893875179
465	0.28902929
466	0.288764619
467	0.2883464426
468	0.2881021014
469	0.2874025637
470	0.2867935191
471	0.2865380553
472	0.2861214858
473	0.2856416711
474	0.2852848713
475	0.284935614
476	0.2847402171
477	0.2845707343
478	0.2842096326
479	0.2837652587
480	0.2834474729
481	0.2832189403
482	0.2829244113
483	0.282519159
484	0.2821868255
485	0.2818312021
486	0.2814481264
487	0.2811944408
488	0.280799046
489	0.2804795752
490	0.2801772802
491	0.2799325034
492	0.2796439771
493	0.2793658059
494	0.2790344158
495	0.2786052824
496	0.2784156635
497	0.2781287409
498	0.277764429
499	0.277186268
500	0.276843809
501	0.2764840586
502	0.2763217623
503	0.276015683
504	0.2757109472
505	0.2755069302
506	0.2752301528
507	0.274963536
508	0.2746716954
509	0.274397087
510	0.2738739054
511	0.2736153616
512	0.2734008316
513	0.273029818
514	0.2726897464
515	0.2722600938
516	0.2719019766
517	0.2717526855
518	0.271438572
519	0.2710620608
520	0.2707206197
521	0.2705153119
522	0.2702987713
523	0.2698067455
524	0.2694218727
525	0.2690670674
526	0.2687207078
527	0.2685530534
528	0.2683896557
529	0.2679008097
530	0.2676998989
531	0.2674839551
532	0.2672959679
533	0.2670213453
534	0.2666018523
535	0.2663345251
536	0.2659821807
537	0.2657133653
538	0.265290522
539	0.2650923577
540	0.2647182694
541	0.2643870691
542	0.2641397155
543	0.2638063179
544	0.2633900319
545	0.262977729
546	0.2627894942
547	0.262422259
548	0.2620253669
549	0.2617491568
550	0.2614059606
551	0.2610720079
552	0.260778875
553	0.2605388935
554	0.2603700233
555	0.2599965524
556	0.2596729375
557	0.2592932921
558	0.2591011356
559	0.2588400703
560	0.2586170922
561	0.2583419772
562	0.2580376375
563	0.2576596268
564	0.2573774708
565	0.2570433858
566	0.2567691467
567	0.2563801159
568	0.2561781445
569	0.2560216139
570	0.2556863111
571	0.2554811072
572	0.2553353099
573	0.2550886684
574	0.2547161258
575	0.2542620853
576	0.2539768388
577	0.2535714933
578	0.253119009
579	0.2528322837
580	0.2524395279
581	0.2521947446
582	0.2518155045
583	0.2515694099
584	0.2512774346
585	0.251080015
586	0.2508274678
587	0.2505242689
588	0.2501290198
589	0.2498629783
590	0.2495673275
591	0.2493085038
592	0.2491913631
593	0.2488566248
594	0.2485756522
595	0.2482753594
596	0.2479798204
597	0.2478159483
598	0.2475478462
599	0.2470637926
600	0.246849917
601	0.2463915047
602	0.2460980118
603	0.245813728
604	0.2454166752
605	0.245230961
606	0.2450034652
607	0.2446508139
608	0.2445186804
609	0.244251342
610	0.2439892455
611	0.2438672029
612	0.2436197624
613	0.2433858209
614	0.2429302449
615	0.2427329412
616	0.2424473299
617	0.2422056111
618	0.2420524884
619	0.2418391488
620	0.2416434284
621	0.2413140726
622	0.241133657
623	0.2408980432
624	0.2405774218
625	0.2403559357
626	0.2400634236
627	0.2397249741
628	0.2392420274
629	0.2390005398
630	0.2388125733
631	0.238386508
632	0.2381403458
633	0.2379547055
634	0.2377650637
635	0.2375368015
636	0.2372096649
637	0.2369595977
638	0.2366827139
639	0.236515111
640	0.23632432
641	0.2361360342
642	0.2358921123
643	0.2357449307
644	0.2353940582
645	0.2350619644
646	0.2348498504
647	0.2345307876
648	0.2341266804
649	0.2339775375
650	0.233757838
651	0.2335107442
652	0.233343367
653	0.2331203919
654	0.2329231556
655	0.2327109322
656	0.2324522649
657	0.2322374941
658	0.2320306149
659	0.2318094088
660	0.2315962208
661	0.231264647
662	0.2310652891
663	0.2308256058
664	0.2305488425
665	0.2302352048
666	0.2299817913
667	0.2297852516
668	0.2293691518
669	0.2291686867
670	0.2290443358
671	0.2289251807
672	0.2287616143
673	0.2284450047
674	0.2282923449
675	0.2280342675
676	0.2278826773
677	0.2276464356
678	0.2272185999
679	0.2269600546
680	0.2265669131
681	0.2263801332
682	0.2261736268
683	0.2260462409
684	0.2258756162
685	0.2256559195
686	0.2254614521
687	0.2251753413
688	0.2248220996
689	0.2246004356
690	0.2242122032
691	0.2240074813
692	0.2236629803
693	0.2235147304
694	0.2233261147
695	0.2230579088
696	0.2228202336
697	0.2224841406
698	0.2222130431
699	0.2220279657
700	0.2218672238
701	0.2215859734
702	0.2212913768
703	0.2210265464
704	0.2207595185
705	0.2203745148
706	0.2200657352
707	0.2198089058
708	0.2195480311
709	0.2193789302
710	0.21912447
711	0.2188761817
712	0.2186020707
713	0.2183971641
714	0.2181772454
715	0.2179707382
716	0.2178300287
717	0.2174629544
718	0.2173162916
719	0.217185621
720	0.216946413
721	0.2165778092
722	0.2163413634
723	0.216063098
724	0.2159526722
725	0.21570183
726	0.2153318744
727	0.2150089431
728	0.2147978217
729	0.214614461
730	0.214454857
731	0.2143089285
732	0.2141012925
733	0.2138918139
734	0.2137199019
735	0.2134091923
736	0.2133022078
737	0.213066301
738	0.2127740957
739	0.2126531113
740	0.2124850185
741	0.2120828662
742	0.2119312019
743	0.2116235031
744	0.2114023301
745	0.2112808565
746	0.2109439301
747	0.2107351542
748	0.2104431567
749	0.2102010293
750	0.2100654427
751	0.2098615266
752	0.2094808774
753	0.2092414627
754	0.2090292848
755	0.2088593197
756	0.2086994675
757	0.2084777473
758	0.2083670609
759	0.2081756363
760	0.207891042
761	0.2077687282
762	0.2074593865
763	0.2074538612
764	0.2072369201
765	0.2070822084
766	0.2069062628
767	0.2066592976
768	0.2064316643
769	0.2062937845
770	0.2059978692
771	0.2057303003
772	0.2055331492
773	0.2052737124
774	0.2050801015
775	0.2049437821
776	0.2046910204
777	0.204483437
778	0.2042488731
779	0.2040868048
780	0.2038318673
781	0.2036154272
782	0.2034492342
783	0.2032579566
784	0.2028711209
785	0.2026775904
786	0.202380658
787	0.2022246489
788	0.2019642578
789	0.2018000585
790	0.2016183431
791	0.2013684506
792	0.2010604887
793	0.2007978873
794	0.2006491741
795	0.2003946725
796	0.200103083
797	0.1996887592
798	0.1994766657
799	0.1993250046
800	0.1991544156
801	0.1989334104
802	0.1986029744
803	0.1983870523
804	0.1981475879
805	0.1978616766
806	0.1976308981
807	0.1974063677
808	0.197093921
809	0.1970053272
810	0.1967718258
811	0.1966503932
812	0.1965476985
813	0.1963972594
814	0.196221057
815	0.1959341456
816	0.1958186655
817	0.1955272486
818	0.1953452196
819	0.1950546644
820	0.1948736389
821	0.1946112333
822	0.1943911389
823	0.1942060461
824	0.1940232557
825	0.1937368849
826	0.1935677695
827	0.1932156012
828	0.1929529475
829	0.1926157584
830	0.1924210122
831	0.1922488364
832	0.1920396213
833	0.191853147
834	0.1916179187
835	0.1914967549
836	0.1912839562
837	0.1911630184
838	0.1908888006
839	0.1906347095
840	0.1904845071
841	0.1902811372
842	0.1901777961
843	0.1900632565
844	0.1899949248
845	0.1897452939
846	0.1895554611
847	0.1892736901
848	0.1890425431
849	0.1889269313
850	0.1887592446
851	0.1885866967
852	0.1882665805
853	0.1880719863
854	0.1878485083
855	0.1876134357
856	0.1874247867
857	0.1871153545
858	0.1869046091
859	0.1867689509
860	0.1865514913
861	0.1864059319
862	0.1863150449
863	0.1861909427
864	0.1859925183
865	0.1857851005
866	0.1855790686
867	0.1854129987
868	0.1851726107
869	0.1850021128
870	0.1848255528
871	0.184656199
872	0.1845764797
873	0.1844029519
874	0.1841964884
875	0.1840035116
876	0.1838090369
877	0.183632237
878	0.183445394
879	0.1831545187
880	0.1829831148
881	0.1827110223
882	0.1825974351
883	0.1824099259
884	0.1822823474
885	0.18198134
886	0.1817178552
887	0.1813962813
888	0.181086087
889	0.1808350721
890	0.180580404
891	0.1803409196
892	0.1802538489
893	0.1800548749
894	0.1799191261
895	0.1798174946
896	0.1796054316
897	0.1794233794
898	0.1792018742
899	0.1790116594
900	0.1787962888
901	0.1785627947
902	0.1782637853
903	0.1780473077
904	0.1778624849
905	0.1775648231
906	0.177378597
907	0.1771470371
908	0.1770230414
909	0.176926203
910	0.1767094973
911	0.1765530413
912	0.1764506733
913	0.1761734551
914	0.1760688294
915	0.1757122902
916	0.1756855173
917	0.1754666093
918	0.1751968262
919	0.1749880421
920	0.1747149734
921	0.1745181097
922	0.1743263768
923	0.1741258001
924	0.1739516037
925	0.1737864668
926	0.1736039114
927	0.1734619321
928	0.173202833
929	0.1729422916
930	0.1728324839
931	0.1725991617
932	0.1725652146
933	0.1724487019
934	0.172290697
935	0.1721833989
936	0.1719985676
937	0.1718546046
938	0.1716830932
939	0.1715754316
940	0.1712755893
941	0.1710705868
942	0.1709361
943	0.1708452531
944	0.1707378977
945	0.1705939285
946	0.1704926067
947	0.1702191881
948	0.1701280159
949	0.1699745738
950	0.1697949192
951	0.1696101995
952	0.1695133134
953	0.1693445895
954	0.1691826381
955	0.1690637486
956	0.1687722737
957	0.1685697065
958	0.1684116105
959	0.1682987179
960	0.1681507354
961	0.1679848894
962	0.1677253754
963	0.1674834723
964	0.1674118552
965	0.1672841387
966	0.1671129559
967	0.1668291846
968	0.1667381522
969	0.1666321575
970	0.166304843
971	0.1661226579
972	0.1660510209
973	0.1658356451
974	0.1655519063
975	0.1652464902
976	0.1650807817
977	0.164925486
978	0.1648449535
979	0.1646720837
980	0.1645672863
981	0.1644397522
982	0.1643400961
983	0.1641505426
984	0.163851754
985	0.1636593211
986	0.1634919392
987	0.1632846234
988	0.1629902286
989	0.1629190752
990	0.1627161125
991	0.162513326
992	0.1623327677
993	0.1622252624
994	0.1621271529
995	0.1620838664
996	0.161922902
997	0.1618339342
998	0.1617397755
999	0.1617006861
99	0.1644985832
